City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
455,Homer,US,59.6425,-151.5483,21.04,74,100,9.53,overcast clouds
456,Letterkenny,IE,54.95,-7.7333,46.33,87,100,12.48,overcast clouds
457,Morondava,MG,-20.2833,44.2833,80.13,72,37,11.97,scattered clouds
458,La Palma,US,33.8464,-118.0467,76.91,48,40,4.61,scattered clouds
459,Waipawa,NZ,-41.4122,175.5153,50.58,86,100,9.62,overcast clouds
460,Yevlax,AZ,40.6089,47.1492,46.38,87,0,0.0,clear sky
461,Nouadhibou,MR,20.931,-17.0347,69.78,73,0,16.11,sand
462,Arlit,NE,18.7369,7.3853,74.95,21,100,7.9,overcast clouds
463,Sioux Lookout,CA,50.1001,-91.917,28.47,69,100,0.0,overcast clouds
464,Altea,ES,38.5989,-0.0514,60.69,69,30,11.77,scattered clouds
465,Vanino,RU,49.0869,140.2543,19.98,52,100,8.41,overcast clouds
466,Batagay-Alyta,RU,67.8006,130.4114,-28.82,98,95,1.77,overcast clouds
467,Ilebo,CD,-4.3167,20.5833,70.59,90,100,1.3,overcast clouds
468,Neiafu,TO,-18.65,-173.9833,81.28,89,40,9.22,scattered clouds
469,Ambon,ID,-3.6954,128.1814,76.23,16,40,5.75,scattered clouds
470,Kjollefjord,NO,70.9457,27.3465,35.65,86,0,13.8,clear sky
471,Deqing,CN,30.5448,119.9599,59.95,95,33,3.0,scattered clouds
472,San Pedro,PH,14.35,121.0167,78.35,80,20,0.0,few clouds
473,Mildura,AU,-34.2,142.15,48.07,81,0,9.73,clear sky
474,Marzuq,YE,14.4,46.4667,63.75,48,52,0.94,broken clouds
475,Laguna,US,38.421,-121.4238,66.31,47,0,9.22,clear sky
476,San Cristobal,VE,7.7669,-72.225,75.38,90,100,0.51,overcast clouds
477,Itoman,JP,26.1247,127.6694,77.02,78,75,12.66,broken clouds
478,Dali,CN,25.7,100.1833,45.32,77,0,5.35,clear sky
479,Petropavl,KZ,54.8753,69.1628,-5.17,87,3,6.89,clear sky
480,Terney,RU,45.0503,136.6092,23.22,61,84,6.51,broken clouds
481,West Wendover,US,40.7391,-114.0733,29.41,80,100,3.44,overcast clouds
482,Popondetta,PG,-8.7537,148.2534,73.6,97,100,1.63,light rain
483,Qaqortoq,GL,60.7167,-46.0333,24.82,90,100,7.76,overcast clouds
484,Tucurui,BR,-3.7661,-49.6725,88.48,54,79,2.1,broken clouds
485,Marienburg,PL,54.0359,19.0266,40.89,91,81,5.7,broken clouds
486,Pangai,TO,-19.8,-174.35,82.51,74,40,6.91,scattered clouds
487,Kangaatsiaq,GL,68.3065,-53.4641,16.23,91,98,9.24,overcast clouds
488,Linjiang,CN,41.8069,126.9078,34.74,98,100,2.21,snow
489,Alyangula,AU,-13.8483,136.4192,82.63,76,100,6.15,overcast clouds
490,Yerbogachen,RU,61.2767,108.0108,-19.52,92,100,9.17,overcast clouds
491,Korla,CN,41.7597,86.1469,23.18,29,78,4.09,broken clouds
492,Vidim,RU,56.4088,103.1106,-15.02,92,100,5.35,overcast clouds
493,Akdagmadeni,TR,39.6603,35.8836,36.9,79,100,3.18,overcast clouds
494,Seoul,KR,37.5683,126.9778,53.04,51,0,9.22,clear sky
495,Vacaville,US,38.3566,-121.9877,66.25,39,0,4.61,clear sky
496,Tiksi,RU,71.6872,128.8694,-28.57,99,87,7.07,overcast clouds
497,Bandiagara,ML,14.3501,-3.6104,78.31,13,100,6.87,overcast clouds
498,Clarksburg,US,39.2807,-80.3445,64.45,72,47,16.8,scattered clouds
499,Alice Springs,AU,-23.7,133.8833,65.75,82,13,4.61,few clouds
500,Faya,SA,18.3851,42.4509,57.31,64,2,2.75,clear sky
501,Bull Savanna,JM,17.8868,-77.5902,82.94,63,0,12.93,clear sky
502,Viedma,AR,-40.8135,-62.9967,84.49,42,64,12.37,broken clouds
503,Nuuk,GL,64.1835,-51.7216,27.66,77,100,9.93,overcast clouds
504,Egvekinot,RU,66.3167,-179.1667,-4.18,82,62,2.66,broken clouds
505,Lucapa,AO,-8.4192,20.7447,63.63,98,100,0.43,overcast clouds
506,Yangambi,CD,0.8102,24.4336,67.51,97,87,2.66,overcast clouds
507,Kyra,RU,49.5776,111.9753,-3.28,72,100,11.36,overcast clouds
508,Morrope,PE,-6.5417,-80.0111,75.31,56,14,15.5,few clouds
509,Ordzhonikidze,KZ,52.4411,61.7408,7.79,83,100,9.82,overcast clouds
510,Rawson,AR,-43.3002,-65.1023,70.79,59,86,15.75,overcast clouds
511,Panguna,PG,-6.3164,155.4848,69.87,96,100,1.39,overcast clouds
512,Saint-Denis,FR,48.9167,2.3333,49.78,78,75,10.36,light rain
513,Havoysund,NO,70.9963,24.6622,35.83,79,11,6.78,few clouds
514,Namatanai,PG,-3.6667,152.4333,79.88,75,44,4.34,scattered clouds
515,Edeia,BR,-17.3383,-49.9314,89.98,30,75,4.9,broken clouds
516,Sorland,NO,67.667,12.6934,44.46,71,98,8.61,overcast clouds
517,Arroyo,ES,41.6096,-4.7969,49.14,87,100,12.66,mist
518,Deputatskiy,RU,69.3,139.9,-35.46,93,64,4.05,broken clouds
519,Araceli,PH,10.5529,119.9913,83.35,69,12,18.3,few clouds
520,Wenling,CN,28.3669,121.36,62.26,93,12,3.06,few clouds
521,Paratinga,BR,-12.6906,-43.1842,76.39,78,99,4.72,overcast clouds
522,Banjarmasin,ID,-3.3244,114.591,77.14,94,42,1.03,scattered clouds
523,Rudnogorsk,RU,57.2639,103.7519,-16.15,90,100,7.02,overcast clouds
524,Mossendjo,CG,-2.9506,12.7261,69.73,98,96,0.72,light rain
525,Fomboni,KM,-12.28,43.7425,79.32,75,0,11.65,clear sky
526,Vanavara,RU,60.34,102.2797,-17.72,96,100,8.46,overcast clouds
527,Eyl,SO,7.9803,49.8164,78.48,78,31,14.76,scattered clouds
528,Vanimo,PG,-2.6741,141.3028,77.0,88,94,3.65,overcast clouds
529,Exeter,GB,50.7236,-3.5275,49.62,95,36,6.76,scattered clouds
530,De-Kastri,RU,51.4667,140.7833,5.09,93,17,5.86,few clouds
531,Benguela,AO,-12.5763,13.4055,78.15,82,99,3.06,light rain
532,Baglung,NP,28.2719,83.5898,54.72,71,0,4.72,clear sky
533,Bay Roberts,CA,47.5999,-53.2648,42.33,95,99,5.99,overcast clouds
534,Yantal,RU,56.8471,105.2542,-14.22,93,100,7.0,overcast clouds
535,Saiha,IN,22.4833,92.9667,65.3,94,40,2.64,scattered clouds
536,Shingu,JP,33.7333,135.9833,54.28,60,100,4.41,overcast clouds
537,Raymondville,US,26.4815,-97.7831,79.95,57,0,9.51,clear sky
538,Bhikangaon,IN,21.8667,75.95,63.55,39,0,5.32,clear sky
539,Zhigansk,RU,66.7697,123.3711,-26.68,96,100,13.11,overcast clouds
540,Kondoa,TZ,-4.9,35.7833,65.97,74,21,6.49,few clouds
541,Moron,AR,-34.6534,-58.6198,91.94,54,3,10.65,clear sky
542,Hailar,CN,49.2,119.7,-8.75,100,100,1.72,overcast clouds
543,Puerto Leguizamo,CO,-0.1934,-74.7819,77.72,89,100,0.72,heavy intensity rain
544,Wajid,SO,3.8093,43.2471,77.63,59,94,7.45,overcast clouds
545,Kryve Ozero,UA,47.9524,30.3493,33.15,90,100,6.4,overcast clouds
546,Tautira,PF,-17.7333,-149.15,77.23,77,59,11.14,broken clouds
547,Suicheng,CN,33.8963,117.9331,60.42,90,100,4.7,overcast clouds
548,Waingapu,ID,-9.6567,120.2641,79.84,83,100,4.32,overcast clouds
549,Tighina,MD,46.8306,29.4711,39.97,81,100,5.99,overcast clouds
550,Hatillo,PR,18.4863,-66.8254,83.1,74,93,8.99,overcast clouds
551,Rangapara,IN,26.8167,92.65,58.91,65,0,4.97,clear sky
552,Arang,IN,21.2,81.9667,59.92,52,0,1.45,clear sky
553,Damghan,IR,36.1683,54.348,49.26,64,4,5.14,clear sky
554,Pryozerne,UA,45.2698,36.3303,46.63,89,97,5.03,overcast clouds
555,Navirai,BR,-23.065,-54.1906,81.43,52,92,8.25,overcast clouds
556,Kaabong,UG,3.4836,34.1492,70.3,52,29,11.92,scattered clouds
557,Manturovo,RU,58.3353,44.7619,8.11,97,72,3.69,broken clouds
558,Novopokrovka,UA,49.8425,36.5477,36.99,95,100,7.61,overcast clouds
559,Goderich,CA,43.7501,-81.7165,41.92,93,100,10.36,moderate rain
560,Aswan,EG,24.0934,32.907,72.7,46,0,4.61,clear sky
561,Kamaishi,JP,39.2667,141.8833,41.29,70,4,6.11,clear sky
562,Sao Miguel Do Iguacu,BR,-25.3481,-54.2378,89.04,57,53,7.31,broken clouds
563,Port Augusta,AU,-32.5,137.7667,55.83,64,3,9.17,clear sky
564,Paka,MY,4.6374,103.4368,75.38,100,62,1.14,broken clouds
565,Krasnyy Yar,RU,46.5331,48.3456,33.73,55,100,11.97,overcast clouds
566,Gien,FR,47.6933,2.6309,48.51,53,100,7.11,overcast clouds
567,Sayansk,RU,54.1088,102.1648,-10.53,88,100,7.34,overcast clouds
568,Khash,IR,28.2211,61.2158,54.18,24,4,3.04,clear sky
569,San Ramon,US,37.7799,-121.978,66.38,45,97,1.01,overcast clouds
570,Mugango,TZ,-1.6833,33.7,75.38,73,85,1.66,overcast clouds
571,Kargasok,RU,59.0556,80.8572,-4.36,88,100,7.83,overcast clouds
572,Icod De Los Vinos,ES,28.3724,-16.7119,72.21,84,55,12.08,broken clouds
573,Ust-Uda,RU,54.1742,103.0304,-10.88,81,100,7.36,overcast clouds
574,Hautcharage,LU,49.5775,5.9108,42.49,88,100,5.99,overcast clouds
575,Lekoni,GA,-1.5843,14.2591,72.5,88,76,2.51,light rain
576,Roald,NO,62.5833,6.1333,50.14,66,20,4.61,few clouds
577,Inta,RU,66.0317,60.1659,1.83,95,100,12.68,overcast clouds
578,Belyy Yar,RU,53.6039,91.3903,-9.51,84,75,6.71,broken clouds
579,Khawhai,IN,23.3667,93.1167,57.2,83,100,1.21,overcast clouds
580,Amiens,FR,49.9,2.3,49.24,87,100,13.47,light rain
581,Morehead,US,37.2711,-87.1764,51.55,76,100,17.27,overcast clouds
582,Carman,CA,49.4992,-98.0016,34.14,80,100,13.8,overcast clouds
583,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.72,70,98,3.0,overcast clouds
584,Barstow,US,34.8986,-117.0228,64.17,22,49,1.79,scattered clouds
585,Manpur,IN,22.4333,75.6167,62.49,35,0,4.18,clear sky
586,Hargeysa,SO,9.56,44.065,62.98,75,51,6.78,broken clouds
587,Alma,CA,48.5501,-71.6491,40.21,87,100,5.75,overcast clouds
588,Igrim,RU,63.1906,64.4162,0.23,96,100,3.47,overcast clouds
589,Danielskuil,ZA,-28.1887,23.5395,71.78,24,1,7.65,clear sky
590,Gazojak,TM,41.1875,61.4036,41.49,43,52,8.28,broken clouds
591,Kushima,JP,31.4583,131.2333,61.65,73,100,3.22,overcast clouds
592,Wagga Wagga,AU,-35.1167,147.3667,52.84,84,3,3.8,clear sky
593,Adeje,ES,28.1227,-16.726,70.11,58,0,12.66,clear sky
594,Aasiaat,GL,68.7098,-52.8699,8.51,97,100,7.07,overcast clouds
595,Rabo De Peixe,PT,37.8,-25.5833,63.28,98,75,14.97,broken clouds
596,Holeby,DK,54.7115,11.4642,45.05,85,100,16.93,light rain
597,Cookeville,US,36.1628,-85.5016,54.52,68,100,17.27,overcast clouds
598,Mongo,TD,12.1844,18.693,77.79,20,100,4.79,overcast clouds
599,Ponta Delgada,PT,37.7333,-25.6667,64.51,82,75,14.97,broken clouds
600,Kimbe,PG,-5.5502,150.1429,76.44,92,100,2.75,light rain
601,Sturgeon Bay,US,44.8342,-87.377,40.96,75,100,17.27,overcast clouds
602,Chiang Kham,TH,19.5233,100.3,68.77,98,25,1.28,scattered clouds
603,Nanakuli,US,21.3906,-158.1547,79.43,66,99,4.36,overcast clouds
604,Lahaina,US,20.8783,-156.6825,78.94,89,100,3.49,overcast clouds
605,Svetlogorsk,BY,52.6333,29.7333,31.59,99,100,1.77,light snow
606,Trincomalee,LK,8.5711,81.2335,79.25,75,60,6.02,broken clouds
607,Marawi,PH,7.9986,124.2928,67.1,96,99,0.76,overcast clouds
608,Vijapur,IN,23.5667,72.75,64.83,32,0,4.85,clear sky
609,Bagtic,PH,9.6864,123.0122,73.9,90,32,5.68,scattered clouds
610,Akhtanizovskaya,RU,45.32,37.1,43.27,90,96,6.15,overcast clouds
611,Kaduqli,SD,11.0167,29.7167,78.24,29,98,5.64,overcast clouds
612,Bom Jesus,BR,-9.0744,-44.3586,83.89,60,54,0.29,broken clouds
613,Damavand,IR,35.7178,52.065,38.59,68,1,7.07,clear sky
614,Clarence Town,AU,-32.5833,151.7833,67.8,90,97,4.81,overcast clouds
615,Mayo,US,38.8876,-76.5119,60.26,94,100,18.41,overcast clouds
616,Idlib,SY,35.9306,36.6339,51.39,76,98,7.25,overcast clouds
617,Casablanca,MA,33.5928,-7.6192,64.74,93,0,6.91,clear sky
618,Sabya,SA,17.1495,42.6254,82.02,70,10,1.1,clear sky
619,Mehran,IR,33.1222,46.1646,64.18,51,100,9.15,overcast clouds
620,Rio Grande,BR,-32.035,-52.0986,82.51,77,0,14.76,clear sky
621,Bobo Dioulasso,BF,11.1771,-4.2979,77.45,33,100,4.61,dust
622,Skibbereen,IE,51.55,-9.2667,50.11,82,17,22.79,few clouds
623,Itarema,BR,-2.9248,-39.9167,81.19,72,100,14.65,overcast clouds
624,Potiskum,NG,11.7091,11.0694,71.42,18,99,8.32,overcast clouds
625,Lutin,CZ,49.5584,17.1357,35.94,91,34,3.53,scattered clouds
626,Kholodnyy,RU,62.7167,147.95,-13.88,98,100,4.03,overcast clouds
627,Prabumulih,ID,-3.45,104.25,72.84,99,99,2.19,moderate rain
628,Freeport,US,40.6576,-73.5832,54.97,85,100,14.97,moderate rain
629,Sheridan,US,44.8333,-106.9173,42.31,70,71,0.67,broken clouds
630,Corner Brook,CA,48.9667,-57.9484,35.76,100,100,2.71,overcast clouds
631,Ngunguru,NZ,-35.6167,174.5,60.1,65,100,10.63,overcast clouds
632,Rio Bananal,BR,-19.265,-40.3333,75.18,89,100,8.39,light rain
633,Buala,SB,-8.145,159.5921,80.64,83,85,4.99,light rain
634,Krasnaya Gorbatka,RU,55.8703,41.7641,12.74,96,73,6.49,broken clouds
635,Belaya Gora,RU,68.5333,146.4167,-35.84,100,97,0.69,overcast clouds
636,Basco,PH,20.4487,121.9702,80.91,77,79,18.84,broken clouds
637,Carauari,BR,-4.8828,-66.8958,77.68,82,100,3.53,overcast clouds
638,Matamoros,MX,25.5333,-103.25,74.1,17,0,1.72,clear sky
639,Svetlaya,RU,46.5389,138.3297,19.76,67,9,7.83,clear sky
640,Celestun,MX,20.8667,-90.4,85.68,63,11,7.99,few clouds
641,Teguldet,RU,57.3064,88.1667,-8.72,94,100,7.83,overcast clouds
642,Podyuga,RU,61.095,40.8647,10.35,97,97,3.83,overcast clouds
643,Port Keats,AU,-14.25,129.55,79.86,83,100,8.66,overcast clouds
644,Jinotega,NI,13.0917,-86.0018,80.08,65,40,0.0,scattered clouds
645,Filingue,NE,14.3521,3.3168,77.56,12,80,6.06,broken clouds
646,Kathmandu,NP,27.7167,85.3167,52.02,93,20,0.0,few clouds
647,General Pico,AR,-35.6566,-63.7568,105.28,13,20,13.78,few clouds
648,Zhangye,CN,38.9342,100.4517,12.67,86,83,1.54,broken clouds
649,Duku,NG,11.2361,4.9073,77.29,22,2,4.79,clear sky
650,College,US,64.8569,-147.8028,10.72,86,100,0.0,light snow
651,Raudeberg,NO,61.9875,5.1352,48.87,71,90,15.84,overcast clouds
652,Griffith,US,41.5284,-87.4237,46.33,87,100,16.11,overcast clouds
653,Hong Gai,VN,20.956,107.0946,78.71,96,47,7.25,scattered clouds
654,Siwana,IN,25.6333,72.4167,66.09,19,0,2.53,clear sky
655,Villazon,BO,-22.0866,-65.5942,64.27,20,43,24.43,scattered clouds
656,Kasongo,CD,-4.45,26.6667,65.89,95,100,1.81,overcast clouds
657,Tongzi,CN,28.7829,105.0877,64.87,72,100,3.87,overcast clouds
658,Ladispoli,IT,41.9537,12.0735,53.58,72,11,5.61,few clouds
659,Almaty,KZ,43.25,76.95,4.91,85,100,2.24,mist
660,Haines Junction,CA,60.7522,-137.5108,15.75,57,100,6.91,overcast clouds
661,Pontes E Lacerda,BR,-15.2261,-59.3353,100.87,16,0,6.31,clear sky
662,Cap-Aux-Meules,CA,47.3821,-61.8597,39.25,75,40,14.97,scattered clouds
663,Tougan,BF,13.0667,-3.0667,78.6,17,100,6.6,overcast clouds
664,Daru,PG,-9.0763,143.2092,77.47,85,86,4.68,overcast clouds
665,Chake Chake,TZ,-5.2459,39.7666,76.14,86,17,5.39,few clouds
666,Blackpool,GB,53.8167,-3.05,48.9,87,20,11.5,few clouds
667,Palana,RU,59.1167,159.9667,32.0,76,100,13.71,overcast clouds
668,Winnemucca,US,40.973,-117.7357,44.08,53,13,7.61,few clouds
669,Conakry,GN,9.538,-13.6773,81.75,65,100,10.13,overcast clouds
670,Angren,UZ,41.0167,70.1436,49.69,42,19,5.77,few clouds
671,Worthington,US,40.0931,-83.018,55.58,78,100,27.63,overcast clouds
672,Mezhdurechensk,RU,53.6942,88.0603,-14.17,98,29,1.66,scattered clouds
673,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,62,20,3.44,few clouds
674,Stutterheim,ZA,-32.5708,27.424,54.77,99,100,3.89,light rain
675,Desaguadero,PE,-16.5656,-69.0417,55.26,44,73,20.15,broken clouds
676,Westport,US,41.1415,-73.3579,55.22,84,100,5.01,heavy intensity rain
677,Itaituba,BR,-4.2761,-55.9836,87.96,66,40,3.44,scattered clouds
678,Pontianak,ID,-0.0333,109.3333,73.38,100,40,1.14,scattered clouds
679,Bintulu,MY,3.1667,113.0333,75.61,88,20,5.01,few clouds
680,Sovetsk,RU,55.0839,21.8785,31.01,97,100,5.3,overcast clouds
681,Seymour,US,38.9592,-85.8903,51.75,89,100,5.01,overcast clouds
