City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Onguday,RU,2022-11-26 23:55:55,50.75,86.15,-30.32,99,82,1.52
279,Zhangjiakou,CN,2022-11-26 23:55:56,40.81,114.8794,25.3,40,99,0.87
280,Maningrida,AU,2022-11-26 23:55:56,-12.0667,134.2667,88.88,59,93,2.42
281,Samana,DO,2022-11-26 23:55:56,19.2056,-69.3369,80.56,87,10,6.51
282,Swan River,CA,2022-11-26 23:55:57,52.1058,-101.2676,31.89,69,49,8.05
283,Faya,SA,2022-11-26 23:55:57,18.3851,42.4509,55.92,60,97,2.42
284,San Joaquin,US,2022-11-26 23:55:57,37.9333,-121.3011,67.28,40,1,7.45
285,Olovyannaya,RU,2022-11-26 23:55:58,50.95,115.5667,1.27,97,100,4.21
286,Mazara Del Vallo,IT,2022-11-26 23:55:58,37.6641,12.588,58.93,81,91,25.64
287,Tateyama,JP,2022-11-26 23:55:58,34.9833,139.8667,62.1,67,0,15.97
288,Platanos,GR,2022-11-26 23:55:59,37.6667,21.6167,56.08,74,92,7.96
289,Dawei,MM,2022-11-26 23:55:59,14.0833,98.2,74.93,94,100,3.2
290,Aracuai,BR,2022-11-26 23:55:59,-16.8497,-42.0703,71.89,94,99,0.81
291,Lander,US,2022-11-26 23:56:00,42.833,-108.7307,39.79,93,100,5.75
292,Chumikan,RU,2022-11-26 23:56:00,54.7183,135.315,-5.6,82,31,11.39
293,Mount Gambier,AU,2022-11-26 23:56:00,-37.8333,140.7667,57.85,70,84,12.41
294,Bay City,US,2022-11-26 23:56:01,43.5945,-83.8889,48.52,51,0,10.36
295,Angoram,PG,2022-11-26 23:56:01,-4.0625,144.0661,83.57,74,100,2.04
296,Masallatah,LY,2022-11-26 23:56:01,32.6167,14.0,59.86,66,53,27.31
297,Airai,TL,2022-11-26 23:56:02,-8.9266,125.4092,67.42,76,99,1.14
298,Mashhad,IR,2022-11-26 23:56:02,36.297,59.6062,46.54,61,0,0.0
299,Tucuman,AR,2022-11-26 23:56:02,-26.8241,-65.2226,84.2,39,0,3.44
300,Sabang,ID,2022-11-26 23:56:03,5.8933,95.3214,80.47,75,39,10.33
301,Qiyang,CN,2022-11-26 23:56:03,26.5911,111.8474,66.29,92,98,2.37
302,Miri,MY,2022-11-26 23:56:04,4.4148,114.0089,78.94,89,40,4.61
303,West Fargo,US,2022-11-26 23:54:17,46.875,-96.9004,35.65,80,0,11.5
304,Tochio,JP,2022-11-26 23:56:04,37.4667,139.0,47.55,93,100,4.81
305,Margate,GB,2022-11-26 23:56:04,51.3813,1.3862,52.9,84,100,11.01
306,Naze,JP,2022-11-26 23:56:05,28.3667,129.4833,68.92,63,99,9.62
307,Xocali,AZ,2022-11-26 23:56:05,39.913,46.7903,48.76,87,96,3.42
308,Japura,ID,2022-11-26 23:56:06,-0.3167,102.35,74.71,96,94,1.57
309,Axim,GH,2022-11-26 23:56:06,4.8699,-2.2405,78.33,84,31,7.02
310,Ayan,RU,2022-11-26 23:56:06,56.45,138.1667,2.7,75,73,10.92
311,Horodnytsya,UA,2022-11-26 23:56:07,50.807,27.3168,30.97,96,100,1.92
312,Caravelas,BR,2022-11-26 23:56:07,-17.7125,-39.2481,73.4,97,100,8.37
313,Konya,TR,2022-11-26 23:55:53,38.1667,32.5,34.0,73,43,2.44
314,Hami,CN,2022-11-26 23:56:08,42.8,93.45,26.35,28,100,21.39
315,Korla,CN,2022-11-26 23:56:08,41.7597,86.1469,32.22,15,55,16.73
316,Yeppoon,AU,2022-11-26 23:56:08,-23.1333,150.7333,83.98,52,65,11.48
317,Manbij,SY,2022-11-26 23:56:09,36.5281,37.9549,49.19,75,23,6.42
318,Vila,PT,2022-11-26 23:56:09,42.0304,-8.1588,45.48,90,99,4.97
319,Puerto Escondido,MX,2022-11-26 23:56:09,15.85,-97.0667,80.26,79,56,2.66
320,Tefe,BR,2022-11-26 23:56:10,-3.3542,-64.7114,74.75,96,99,2.86
321,Champerico,GT,2022-11-26 23:56:10,14.3,-91.9167,82.94,73,51,4.45
322,Hargeysa,SO,2022-11-26 23:52:35,9.56,44.065,60.48,86,6,9.44
323,Urumqi,CN,2022-11-26 23:57:10,43.801,87.6005,11.35,85,75,4.47
324,Oktyabrskoye,RU,2022-11-26 23:57:11,43.0645,44.7417,41.14,100,100,6.71
325,Madera,US,2022-11-26 23:57:11,37.1666,-119.8343,65.73,35,16,3.0
326,Esperance,AU,2022-11-26 23:57:11,-33.8667,121.9,60.8,65,92,10.2
327,Goba,ET,2022-11-26 23:57:12,7.0167,39.9833,48.51,94,99,1.32
328,Cam Ranh,VN,2022-11-26 23:57:12,11.9214,109.1591,75.16,94,75,5.75
329,Palenque,MX,2022-11-26 23:57:12,17.5167,-91.9667,76.75,89,59,1.25
330,Privolzhye,RU,2022-11-26 23:57:13,52.8649,48.6044,26.33,82,100,7.81
331,Pinega,RU,2022-11-26 23:57:13,64.7001,43.3936,5.9,97,66,4.81
332,Paamiut,GL,2022-11-26 23:57:13,61.994,-49.6678,18.54,82,43,6.11
333,Strezhevoy,RU,2022-11-26 23:57:14,60.7333,77.5889,-6.47,98,85,7.16
334,Gueret,FR,2022-11-26 23:57:14,46.1667,1.8667,37.13,55,83,3.85
335,Anadyr,RU,2022-11-26 23:57:14,64.75,177.4833,1.9,85,40,6.71
336,Chai Badan,TH,2022-11-26 23:57:15,15.2,101.1333,75.36,93,100,1.25
337,Kota Bahru,MY,2022-11-26 23:57:15,6.1333,102.2386,75.15,100,20,3.44
338,Doha,QA,2022-11-26 23:57:15,25.2867,51.5333,75.18,53,0,3.44
339,Bethel,US,2022-11-26 23:57:16,41.3712,-73.414,49.66,57,0,8.48
340,Kalengwa,ZM,2022-11-26 23:57:16,-13.4659,25.0027,63.88,99,100,4.83
341,Mahina,PF,2022-11-26 23:57:17,-17.5065,-149.489,82.17,61,75,4.61
342,Vestmannaeyjar,IS,2022-11-26 23:57:17,63.4427,-20.2734,40.68,73,71,13.44
343,Chernyshevskiy,RU,2022-11-26 23:57:17,63.0128,112.4714,-31.41,98,100,2.55
344,Petropavlovsk-Kamchatskiy,RU,2022-11-26 23:57:18,53.0452,158.6483,19.99,86,100,4.47
345,Sao Joao Da Barra,BR,2022-11-26 23:53:57,-21.6403,-41.0511,75.29,91,100,22.91
346,Mount Isa,AU,2022-11-26 23:53:44,-20.7333,139.5,87.57,48,100,8.05
347,Comodoro Rivadavia,AR,2022-11-26 23:57:18,-45.8667,-67.5,60.66,63,0,12.66
348,Umm Bab,QA,2022-11-26 23:57:18,25.2142,50.8072,74.75,56,0,6.49
349,Karpathos,GR,2022-11-26 23:56:35,35.507,27.2132,57.16,72,100,4.61
350,Vryburg,ZA,2022-11-26 23:57:19,-26.9566,24.7284,62.65,78,81,8.23
351,Novyy Urengoy,RU,2022-11-26 23:57:19,66.0833,76.6333,2.48,97,99,8.48
352,Zhuzhou,CN,2022-11-26 23:57:19,27.8333,113.15,60.93,93,91,5.14
353,Broken Hill,AU,2022-11-26 23:57:20,-31.95,141.4333,69.64,51,0,16.82
354,Nouakchott,MR,2022-11-26 23:57:20,18.0858,-15.9785,73.33,30,15,10.6
355,Avera,US,2022-11-26 23:57:20,33.194,-82.5271,60.39,57,94,7.7
356,Anloga,GH,2022-11-26 23:57:21,5.7947,0.8973,81.01,80,74,12.1
357,Aykhal,RU,2022-11-26 23:57:21,66.0,111.5,-25.82,100,99,3.15
358,Hualmay,PE,2022-11-26 23:57:21,-11.0964,-77.6139,68.0,80,33,10.02
359,Muisne,EC,2022-11-26 23:57:22,0.6,-80.0333,74.32,81,98,8.1
360,San Carlos Del Zulia,VE,2022-11-26 23:57:22,9.0,-71.9135,77.13,85,98,4.76
361,Nyrob,RU,2022-11-26 23:57:22,60.733,56.7202,-3.26,97,5,1.57
362,Paramonga,PE,2022-11-26 23:57:23,-10.6667,-77.8333,67.51,83,58,9.22
363,Sinjai,ID,2022-11-26 23:57:23,-5.1241,120.253,79.09,79,100,2.37
364,Batticaloa,LK,2022-11-26 23:57:23,7.7102,81.6924,77.38,82,42,3.04
365,Kijang,KR,2022-11-26 23:57:24,35.2442,129.2139,40.73,26,1,3.11
366,Tuatapere,NZ,2022-11-26 23:57:24,-46.1333,167.6833,56.35,48,68,3.27
367,Buala,SB,2022-11-26 23:57:24,-8.145,159.5921,83.52,73,100,6.89
368,Teya,RU,2022-11-26 23:57:25,60.3778,92.6267,-19.98,98,97,1.79
369,Raudeberg,NO,2022-11-26 23:58:25,61.9875,5.1352,50.86,61,98,15.75
370,Benguela,AO,2022-11-26 23:58:25,-12.5763,13.4055,77.34,85,100,4.81
371,Otradnoye,RU,2022-11-26 23:58:26,59.7775,30.8181,14.09,84,100,6.22
372,Maibong,IN,2022-11-26 23:58:26,25.3,93.1667,58.32,79,0,0.87
373,Garissa,KE,2022-11-26 23:58:26,-0.4536,39.6401,76.66,73,71,8.59
374,Totskoye,RU,2022-11-26 23:58:27,52.5248,52.7623,19.54,80,100,11.32
375,Batemans Bay,AU,2022-11-26 23:58:27,-35.7167,150.1833,78.93,39,100,9.28
376,Gerash,IR,2022-11-26 23:58:27,27.6652,54.1371,59.43,41,0,2.75
377,Jalu,LY,2022-11-26 23:58:28,29.0331,21.5482,62.65,58,100,9.73
378,Atbasar,KZ,2022-11-26 23:58:28,51.8,68.3333,-12.39,89,65,7.61
379,Ust-Kut,RU,2022-11-26 23:58:28,56.7938,105.7672,-13.79,95,98,2.66
380,Marawi,PH,2022-11-26 23:58:29,7.9986,124.2928,72.45,83,57,1.59
381,Berlevag,NO,2022-11-26 23:58:29,70.8578,29.0864,31.95,80,20,21.85
382,Lambarene,GA,2022-11-26 23:58:29,-0.7001,10.2406,73.27,96,95,2.06
383,Mayumba,GA,2022-11-26 23:58:30,-3.432,10.6554,74.93,92,100,1.61
384,Alofi,NU,2022-11-26 23:58:30,-19.0595,-169.9187,85.89,70,63,9.22
385,Port Keats,AU,2022-11-26 23:58:30,-14.25,129.55,81.0,80,100,7.31
386,Yulara,AU,2022-11-26 23:58:31,-25.2406,130.9889,79.52,44,33,11.23
387,Fort Nelson,CA,2022-11-26 23:58:31,58.8053,-122.7002,17.94,85,100,9.22
388,Kuzedeyevo,RU,2022-11-26 23:58:31,53.3308,87.2019,-14.15,94,98,4.03
389,Kutum,SD,2022-11-26 23:58:32,14.2,24.6667,56.91,28,0,4.7
390,Shubarkuduk,KZ,2022-11-26 23:58:32,49.1447,56.4872,20.35,64,69,16.71
391,Georgetown,MY,2022-11-26 23:56:15,5.4112,100.3354,80.53,93,20,3.44
392,Welwyn Garden City,GB,2022-11-26 23:58:32,51.8017,-0.2069,52.59,93,100,16.11
393,Oktyabrskiy,RU,2022-11-26 23:58:33,54.4815,53.471,16.45,95,100,6.24
394,Mrakovo,RU,2022-11-26 23:58:33,52.7161,56.6244,14.07,80,100,11.63
395,Vostok,RU,2022-11-26 23:58:33,46.4856,135.8833,7.9,90,100,3.62
396,Inverness,GB,2022-11-26 23:54:46,57.4791,-4.224,55.98,75,100,6.91
397,Seoul,KR,2022-11-26 23:57:12,37.5683,126.9778,33.24,69,0,3.44
398,Wahiawa,US,2022-11-26 23:58:34,21.5028,-158.0236,76.62,59,86,7.65
399,Cururupu,BR,2022-11-26 23:58:34,-1.8283,-44.8683,75.6,86,100,2.82
400,Mehran,IR,2022-11-26 23:58:35,33.1222,46.1646,65.77,45,28,5.08
401,Lompoc,US,2022-11-26 23:58:35,34.6391,-120.4579,68.14,56,12,3.0
402,Chilca,PE,2022-11-26 23:58:35,-12.5211,-76.7372,66.7,89,70,4.88
403,Jabinyanah,TN,2022-11-26 23:58:36,35.035,10.9081,60.6,74,34,31.05
404,Nambale,KE,2022-11-26 23:58:36,0.4459,34.2519,63.32,72,76,5.64
405,Araouane,ML,2022-11-26 23:58:36,18.9048,-3.5265,73.67,18,100,8.9
406,Osmena,PH,2022-11-26 23:58:37,10.5208,119.9258,83.34,74,16,15.05
407,Bonthe,SL,2022-11-26 23:58:37,7.5264,-12.505,78.85,82,85,5.66
408,Baunatal,DE,2022-11-26 23:58:37,51.2518,9.4075,40.98,90,100,9.22
409,Xining,CN,2022-11-26 23:58:38,36.6167,101.7667,32.95,38,62,3.09
410,Miranda,CO,2022-11-26 23:58:38,3.2499,-76.2281,75.33,97,97,3.0
411,Concepcion Del Uruguay,AR,2022-11-26 23:58:38,-32.4825,-58.2372,84.97,45,0,1.99
412,Carutapera,BR,2022-11-26 23:58:39,-1.195,-46.02,78.53,79,71,6.55
413,Sona,IT,2022-11-26 23:58:39,45.4388,10.8255,42.35,81,0,6.91
414,Bismarck,US,2022-11-26 23:58:39,46.8083,-100.7837,34.66,80,0,10.36
415,Bugko,PH,2022-11-26 23:59:40,12.5356,124.7923,81.88,71,61,9.51
416,Biak,ID,2022-11-26 23:59:40,-0.9131,122.8766,81.34,70,75,0.04
417,Brookings,US,2022-11-26 23:59:40,44.3114,-96.7984,37.74,88,0,12.68
418,Hamilton,US,2022-11-26 23:55:46,39.1834,-84.5333,51.78,63,96,4.56
419,Barcelos,PT,2022-11-26 23:59:41,41.5388,-8.6151,53.92,72,98,4.85
420,Lamar,US,2022-11-26 23:59:41,33.6668,-95.5836,53.51,96,100,23.02
421,Sakakah,SA,2022-11-26 23:59:41,29.9697,40.2064,58.57,55,1,5.32
422,Shingu,JP,2022-11-26 23:59:42,33.7333,135.9833,59.16,66,0,4.79
423,La Asuncion,VE,2022-11-26 23:59:42,11.0333,-63.8628,78.53,94,99,9.22
424,Mindelo,CV,2022-11-26 23:59:42,16.8901,-24.9804,74.75,78,20,23.02
425,Moree,AU,2022-11-26 23:59:43,-29.4667,149.85,82.67,35,95,13.65
426,Porto Velho,BR,2022-11-26 23:57:46,-8.7619,-63.9039,78.85,89,20,2.3
427,Penarroya-Pueblonuevo,ES,2022-11-26 23:56:02,38.3,-5.2667,48.45,27,85,3.06
428,Qasigiannguit,GL,2022-11-26 23:59:43,68.8193,-51.1922,3.06,91,91,6.2
429,Noumea,NC,2022-11-26 23:59:43,-22.2763,166.4572,85.98,99,0,13.73
430,Tiksi,RU,2022-11-26 23:59:44,71.6872,128.8694,-20.87,96,100,8.84
431,Gamba,GA,2022-11-26 23:59:44,-2.65,10.0,73.58,95,100,3.13
432,Lima,PE,2022-11-26 23:55:36,-12.0432,-77.0282,68.25,73,100,13.8
433,Liku,ID,2022-11-26 23:59:44,-0.7275,119.8922,80.91,73,90,1.36
434,Grand-Lahou,CI,2022-11-26 23:59:45,5.1367,-5.0242,77.81,87,16,7.76
435,Ilulissat,GL,2022-11-26 23:59:45,69.2167,-51.1,1.4,96,90,5.84
436,Zhigalovo,RU,2022-11-26 23:59:45,54.8097,105.1578,-6.56,91,100,8.75
437,Lorengau,PG,2022-11-26 23:59:46,-2.0226,147.2712,85.66,63,59,7.58
438,Winnemucca,US,2022-11-26 23:58:17,40.973,-117.7357,41.49,61,35,3.15
439,Chimbote,PE,2022-11-26 23:55:04,-9.0853,-78.5783,66.88,84,45,9.31
440,Sandviken,SE,2022-11-26 23:59:46,60.6167,16.7667,32.56,99,100,1.25
441,Paratinga,BR,2022-11-26 23:59:47,-12.6906,-43.1842,69.93,95,100,2.44
442,Brigantine,US,2022-11-26 23:59:47,39.4101,-74.3646,48.99,66,0,11.5
443,Mahibadhoo,MV,2022-11-26 23:59:47,3.7833,72.9667,80.42,71,100,6.04
444,Mayo,US,2022-11-26 23:59:48,38.8876,-76.5119,51.19,61,0,0.0
445,Huarmey,PE,2022-11-26 23:59:48,-10.0681,-78.1522,67.96,83,42,9.15
446,Mao,ES,2022-11-26 23:59:48,39.8885,4.2658,50.56,81,0,8.05
447,Hjelset,NO,2022-11-26 23:59:49,62.7833,7.4833,46.18,57,40,10.36
448,Reoti,IN,2022-11-26 23:59:49,25.85,84.3833,58.8,47,0,4.34
449,Coruripe,BR,2022-11-26 23:58:07,-10.1256,-36.1756,78.53,82,51,15.7
450,Kalmunai,LK,2022-11-26 23:59:49,7.4167,81.8167,75.67,85,13,4.18
451,Portland,US,2022-11-26 23:58:02,45.5234,-122.6762,48.09,85,96,1.99
452,Sioux Lookout,CA,2022-11-26 23:59:50,50.1001,-91.917,33.87,80,40,8.05
453,Guane,CU,2022-11-26 23:59:50,22.2025,-84.0875,75.67,82,88,5.12
454,Santa Maria,BR,2022-11-26 23:57:44,-29.6842,-53.8069,78.1,61,0,12.66
455,San Patricio,US,2022-11-26 23:59:51,28.017,-97.5169,62.83,60,0,5.37
456,Eyl,SO,2022-11-26 23:59:51,7.9803,49.8164,78.46,73,53,12.3
457,Pabrade,LT,2022-11-26 23:59:51,55.0,25.7833,26.26,99,99,1.66
458,East Haddam,US,2022-11-26 23:59:52,41.4532,-72.4612,49.87,61,0,5.75
459,Zharkovskiy,RU,2022-11-26 23:59:52,55.849,32.2697,26.56,95,99,7.58
460,Baghdad,IQ,2022-11-26 23:59:53,33.3406,44.4009,60.71,82,20,1.14
461,Ambatondrazaka,MG,2022-11-27 00:00:53,-17.8333,48.4167,58.98,95,19,2.98
462,Fort Saint James,CA,2022-11-27 00:00:53,54.4333,-124.25,36.7,80,77,15.86
463,Te Anau,NZ,2022-11-27 00:00:54,-45.4167,167.7167,55.2,51,61,2.15
464,Nyuksenitsa,RU,2022-11-27 00:00:55,60.4128,44.2397,7.63,97,49,3.06
465,Tautira,PF,2022-11-27 00:00:55,-17.7333,-149.15,76.96,78,33,11.3
466,Gizo,SB,2022-11-27 00:00:56,-8.103,156.8419,84.07,71,95,6.44
467,Wuxue,CN,2022-11-27 00:00:57,29.8506,115.5525,62.24,84,100,5.35
468,Oskarshamn,SE,2022-11-27 00:00:57,57.2645,16.4484,37.49,85,67,4.52
469,Bakel,SN,2022-11-27 00:00:58,14.905,-12.4568,80.76,11,100,7.43
470,Rincon,US,2022-11-27 00:00:07,32.296,-81.2354,63.91,90,98,4.36
471,Izhma,RU,2022-11-27 00:00:58,65.0083,53.9113,-4.59,99,100,4.34
472,Denpasar,ID,2022-11-26 23:57:55,-8.65,115.2167,78.46,88,40,2.3
473,Tari,NG,2022-11-27 00:00:59,12.4086,4.4914,71.69,18,69,9.64
474,Myitkyina,MM,2022-11-27 00:00:59,25.3833,97.4,54.88,70,0,2.55
475,Antipino,RU,2022-11-27 00:01:00,57.1068,65.7576,-10.46,92,5,4.85
476,Urucara,BR,2022-11-27 00:01:00,-2.5364,-57.76,81.18,71,97,0.98
477,Sarh,TD,2022-11-27 00:01:00,9.1429,18.3923,75.24,28,97,4.74
478,Evensk,RU,2022-11-26 23:57:23,61.95,159.2333,4.91,80,100,13.94
479,Guarapari,BR,2022-11-27 00:01:01,-20.6667,-40.4975,73.89,95,100,8.97
480,Weligama,LK,2022-11-27 00:01:01,5.9667,80.4167,74.71,88,39,3.09
481,Haapiti,PF,2022-11-27 00:01:02,-17.5667,-149.8667,82.13,72,42,8.88
482,Karratha,AU,2022-11-27 00:01:02,-20.7377,116.8463,91.22,20,5,13.69
483,Nepa Nagar,IN,2022-11-27 00:01:03,21.4667,76.4,58.1,47,0,3.36
484,Batagay-Alyta,RU,2022-11-27 00:01:03,67.8006,130.4114,-28.62,91,95,1.86
485,Geilo,NO,2022-11-27 00:01:04,60.5333,8.2076,33.69,90,99,3.0
486,Voh,NC,2022-11-27 00:01:05,-20.9667,164.7,87.15,45,0,5.73
487,Upington,ZA,2022-11-27 00:01:05,-28.4478,21.2561,70.63,17,8,8.61
488,Lincoln,US,2022-11-26 23:57:54,40.8,-96.667,53.13,48,69,3.0
489,Hay River,CA,2022-11-27 00:01:07,60.8156,-115.7999,8.56,85,100,3.44
490,Harper,LR,2022-11-27 00:01:07,4.375,-7.7169,77.7,85,6,6.6
491,Ovsyanka,RU,2022-11-27 00:01:08,55.9575,92.5519,-21.03,88,94,7.9
492,Vangaindrano,MG,2022-11-27 00:01:08,-23.35,47.6,69.93,91,39,4.99
493,Camacha,PT,2022-11-27 00:01:08,33.0833,-16.3333,63.82,77,0,5.75
494,Igrim,RU,2022-11-27 00:01:09,63.1906,64.4162,-5.4,96,40,4.61
495,Tuljapur,IN,2022-11-27 00:01:10,18.0,76.0833,68.41,58,8,6.53
496,Saint-Augustin,CA,2022-11-27 00:01:10,51.226,-58.6502,33.55,99,100,12.08
497,Puerto Colombia,CO,2022-11-27 00:01:11,10.9878,-74.9547,81.48,82,96,12.01
498,Henties Bay,NA,2022-11-27 00:01:11,-22.116,14.2845,56.98,93,11,5.97
499,Northampton,US,2022-11-27 00:01:11,40.8754,-75.2499,47.44,60,0,1.01
500,Pushkar,IN,2022-11-27 00:01:12,26.5,74.55,56.82,28,2,1.86
501,Lumphat,KH,2022-11-27 00:01:12,13.4878,106.9816,73.89,90,67,3.24
502,Destin,US,2022-11-26 23:59:30,30.3935,-86.4958,70.02,91,100,14.97
503,Aabybro,DK,2022-11-27 00:01:13,57.1584,9.7367,44.55,100,100,8.05
504,Surt,LY,2022-11-27 00:01:13,31.2089,16.5887,64.36,65,72,18.52
505,Nuuk,GL,2022-11-27 00:01:13,64.1835,-51.7216,27.14,78,99,4.63
506,Orlik,RU,2022-11-27 00:01:14,52.5178,99.825,-15.21,92,100,4.81
507,Yumen,CN,2022-11-27 00:01:14,40.2833,97.2,25.14,61,100,8.95
508,Tyldesley,GB,2022-11-27 00:01:15,53.5139,-2.4675,55.06,90,100,8.01
509,Namatanai,PG,2022-11-27 00:01:15,-3.6667,152.4333,86.16,62,99,5.75
510,Cockburn Town,TC,2022-11-27 00:01:16,21.4612,-71.1419,80.73,69,2,15.08
511,Umba,RU,2022-11-27 00:02:16,66.6871,34.3429,25.9,88,100,10.45
512,Olean,US,2022-11-27 00:02:16,42.0776,-78.4297,47.08,45,0,9.22
513,Finale Ligure,IT,2022-11-27 00:02:17,44.1695,8.3436,53.55,55,12,5.01
514,Koungou,YT,2022-11-27 00:02:17,-12.7336,45.2042,78.51,78,20,5.75
515,Havre-Saint-Pierre,CA,2022-11-27 00:02:17,50.2334,-63.5986,32.36,100,100,2.3
516,Kerrville,US,2022-11-26 23:57:54,30.0474,-99.1403,55.26,58,0,3.44
517,Shache,CN,2022-11-27 00:02:18,38.4167,77.2406,47.34,19,25,7.45
518,Tongliao,CN,2022-11-27 00:02:18,43.6125,122.2653,25.32,31,100,14.61
519,Gombong,ID,2022-11-27 00:02:18,-7.6072,109.5142,76.24,89,100,2.95
520,Saint-Pierre,RE,2022-11-27 00:02:19,-21.3393,55.4781,69.91,60,0,6.91
521,Monte Santo De Minas,BR,2022-11-27 00:02:19,-21.1897,-46.9803,65.35,68,44,1.54
522,Vikhorevka,RU,2022-11-27 00:02:19,56.1201,101.1636,-22.41,88,100,8.7
523,Malanje,AO,2022-11-27 00:02:20,-9.5402,16.341,65.1,99,100,6.29
524,Biltine,TD,2022-11-27 00:02:20,14.5333,20.9167,69.13,16,0,8.34
525,Shouguang,CN,2022-11-27 00:02:20,36.88,118.7375,53.24,84,97,11.21
526,Ponta Delgada,PT,2022-11-27 00:02:21,37.7333,-25.6667,58.5,77,20,8.05
527,Douglas,US,2022-11-27 00:02:21,41.3,-96.167,52.61,47,40,6.91
528,Menongue,AO,2022-11-27 00:02:21,-14.6585,17.691,62.8,91,97,4.43
529,Nipawin,CA,2022-11-27 00:02:22,53.3668,-104.0009,19.0,95,52,4.83
530,Burnham,US,2022-11-27 00:02:22,41.6389,-87.5567,51.17,58,0,4.61
531,Alice Town,BS,2022-11-27 00:02:23,25.7167,-79.3,79.14,76,80,9.31
532,Sistranda,NO,2022-11-27 00:02:23,63.7256,8.834,40.96,67,100,12.21
533,Honningsvag,NO,2022-11-27 00:02:24,70.9821,25.9704,35.35,69,20,6.91
534,Itaituba,BR,2022-11-27 00:02:24,-4.2761,-55.9836,73.74,98,100,0.43
535,Puerto Narino,CO,2022-11-27 00:02:25,-3.7703,-70.3831,73.45,97,99,2.21
536,San Jeronimo,PE,2022-11-27 00:02:25,-11.9472,-75.2829,52.97,70,93,4.72
537,Coldingham,GB,2022-11-27 00:02:26,55.8868,-2.157,52.59,84,100,20.24
538,Foz,ES,2022-11-27 00:02:26,43.5692,-7.2544,50.23,68,71,8.7
539,Saint Anthony,US,2022-11-27 00:02:26,45.0205,-93.218,46.15,63,0,9.22
540,Ranghulu,CN,2022-11-27 00:02:27,46.65,124.8667,16.36,43,100,7.11
541,Phetchabun,TH,2022-11-27 00:02:27,16.25,101.0833,74.53,92,83,2.82
542,Xuanwu,CN,2022-11-27 00:02:28,32.069,118.8138,59.16,81,72,13.33
543,Trelew,AR,2022-11-27 00:02:28,-43.249,-65.3051,59.22,66,34,17.09
544,Sur,OM,2022-11-27 00:02:28,22.5667,59.5289,74.79,69,0,2.01
545,Hazorasp,UZ,2022-11-27 00:00:15,41.3194,61.0742,31.84,64,3,13.4
546,Tual,ID,2022-11-27 00:02:29,-5.6667,132.75,84.11,72,74,7.74
547,Lagoa,PT,2022-11-27 00:02:29,39.05,-27.9833,60.62,57,9,7.94
548,Bulanash,RU,2022-11-27 00:02:29,57.2783,61.9965,-3.68,95,6,5.19
549,Busia,UG,2022-11-27 00:02:30,0.4544,34.0758,62.94,79,77,4.12
550,Telford,GB,2022-11-27 00:02:30,52.6766,-2.4493,53.51,87,100,14.97
551,Trenggalek,ID,2022-11-27 00:02:30,-8.05,111.7167,74.98,97,100,2.95
552,Ginda,IN,2022-11-27 00:02:31,30.6945,78.4932,50.38,24,99,6.29
553,Ankang,CN,2022-11-27 00:02:32,32.68,109.0172,55.13,87,77,2.86
554,San-Pedro,CI,2022-11-27 00:02:32,4.7485,-6.6363,77.88,85,6,5.61
555,Minuri,PH,2022-11-27 00:02:32,16.535,121.8574,76.8,82,33,0.18
556,Bharatpur,IN,2022-11-27 00:02:16,27.2167,77.4833,59.32,32,3,3.06
557,Abalak,RU,2022-11-27 00:02:33,58.1286,68.5944,-17.07,98,5,3.65
558,Ajdabiya,LY,2022-11-27 00:03:33,30.7554,20.2263,60.8,64,34,10.56
